timestamp,roll_angle,steering_output,final_steer,target_speed,actual_speed_kmh,actual_handlebar_angle,p_term,i_term,d_term,error,stability_factor,vision_error,vision_steer_command,vision_speed_command,vision_p_term,vision_i_term,vision_d_term,vision_active,vision_mask_coverage
0.002000,-0.010,-0.019866,-0.019866,6.000,0.00,0.022406,0.019866,0.000000,0.000000,0.000,0.013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.004000,-0.010,-0.019928,-0.019928,6.000,0.10,0.022226,0.019928,0.000000,0.000000,0.000,0.013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.006000,-0.010,-0.020022,-0.020022,6.000,0.19,0.021895,0.020022,0.000000,0.000000,0.000,0.013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.008000,-0.010,-0.020167,-0.020167,6.000,0.28,0.021303,0.020167,0.000000,0.000000,0.000,0.013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.010000,-0.010,-0.020331,-0.020331,6.000,0.35,0.020474,0.020331,0.000000,0.000000,0.010,0.014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.012000,-0.010,-0.020491,-0.020491,6.000,0.48,0.019658,0.020491,0.000000,0.000000,0.010,0.014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.014000,-0.010,-0.020666,-0.020666,6.000,0.86,0.018855,0.020666,0.000000,0.000000,0.010,0.014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.016000,-0.010,-0.020867,-0.020867,6.000,1.58,0.018065,0.020867,0.000000,0.000000,0.010,0.014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.018000,-0.011,-0.021109,-0.021109,6.000,2.65,0.017286,0.021109,0.000000,0.000000,0.010,0.014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.020000,-0.011,-0.021395,-0.021395,6.000,4.05,0.016518,0.021395,0.000000,0.000000,0.010,0.014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.022000,-0.011,-0.021685,-0.021685,6.000,5.18,0.015760,0.021685,0.000000,0.000000,0.010,0.014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.024000,-0.011,-0.021976,-0.021976,6.000,6.09,0.015011,0.021976,0.000000,0.000000,0.010,0.015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.026000,-0.011,-0.022268,-0.022268,6.000,6.82,0.014271,0.022268,0.000000,0.000000,0.011,0.015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.028000,-0.011,-0.022560,-0.022560,6.000,7.40,0.013541,0.022560,0.000000,0.000000,0.011,0.015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.030000,-0.011,-0.022854,-0.022854,6.000,7.86,0.012819,0.022854,0.000000,0.000000,0.011,0.015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.032000,-0.012,-0.023149,-0.023149,6.000,8.23,0.012105,0.023149,0.000000,0.000000,0.011,0.015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.034000,-0.012,-0.023444,-0.023444,6.000,8.53,0.011400,0.023444,0.000000,0.000000,0.011,0.016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.036000,-0.012,-0.023741,-0.023741,6.000,8.77,0.010703,0.023741,0.000000,0.000000,0.011,0.016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.038000,-0.012,-0.024039,-0.024039,6.000,8.96,0.010014,0.024039,0.000000,0.000000,0.011,0.016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.040000,-0.012,-0.024337,-0.024337,6.000,9.11,0.009333,0.024337,0.000000,0.000000,0.012,0.016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.042000,-0.012,-0.024637,-0.024637,6.000,9.23,0.008660,0.024637,0.000000,0.000000,0.012,0.016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.044000,-0.012,-0.024938,-0.024938,6.000,9.33,0.007994,0.024938,0.000000,0.000000,0.012,0.017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.046000,-0.013,-0.025240,-0.025240,6.000,9.41,0.007335,0.025240,0.000000,0.000000,0.012,0.017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.048000,-0.013,-0.025544,-0.025544,6.000,9.47,0.006684,0.025544,0.000000,0.000000,0.012,0.017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.050000,-0.013,-0.025848,-0.025848,6.000,9.52,0.006039,0.025848,0.000000,0.000000,0.012,0.017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.052000,-0.013,-0.026154,-0.026154,6.000,9.56,0.005401,0.026154,0.000000,0.000000,0.012,0.017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.054000,-0.013,-0.026461,-0.026461,6.000,9.59,0.004770,0.026461,0.000000,0.000000,0.013,0.018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.056000,-0.013,-0.026770,-0.026770,6.000,9.62,0.004146,0.026770,0.000000,0.000000,0.013,0.018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.058000,-0.014,-0.027080,-0.027080,6.000,9.64,0.003527,0.027080,0.000000,0.000000,0.013,0.018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.060000,-0.014,-0.027391,-0.009945,5.500,9.65,0.002915,0.027391,0.000000,0.000000,0.013,0.018,-0.031881,0.005000,0.000000,-0.063762,0.000000,0.156034,1,47.60
0.062000,-0.014,-0.027689,-0.010094,5.500,9.51,0.002658,0.027689,0.000000,0.000000,0.013,0.018,-0.031881,0.005000,0.000000,-0.063762,0.000000,0.156034,1,47.60
0.064000,-0.014,-0.027988,-0.010244,5.500,9.39,0.002402,0.027988,0.000000,0.000000,0.013,0.019,-0.031881,0.005000,0.000000,-0.063762,0.000000,0.156034,1,47.60
0.066000,-0.014,-0.028289,-0.010394,5.500,9.29,0.002150,0.028289,0.000000,0.000000,0.014,0.019,-0.031881,0.005000,0.000000,-0.063762,0.000000,0.156034,1,47.60
0.068000,-0.014,-0.028591,-0.010545,5.500,9.21,0.001899,0.028591,0.000000,0.000000,0.014,0.019,-0.031881,0.005000,0.000000,-0.063762,0.000000,0.156034,1,47.60
0.070000,-0.014,-0.028871,-0.010686,5.500,9.15,0.001650,0.028871,0.000000,0.000000,0.014,0.019,-0.031881,0.005000,0.000000,-0.063762,0.000000,0.156034,1,47.60
0.072000,-0.015,-0.029148,-0.010824,5.500,9.10,0.001403,0.029148,0.000000,0.000000,0.014,0.019,-0.031881,0.005000,0.000000,-0.063762,0.000000,0.156034,1,47.60
0.074000,-0.015,-0.029422,-0.010961,5.500,9.07,0.001159,0.029422,0.000000,0.000000,0.014,0.020,-0.031881,0.005000,0.000000,-0.063762,0.000000,0.156034,1,47.60
0.076000,-0.015,-0.029692,-0.011096,5.500,9.03,0.000916,0.029692,0.000000,0.000000,0.014,0.020,-0.031881,0.005000,0.000000,-0.063762,0.000000,0.156034,1,47.60
0.078000,-0.015,-0.029958,-0.011229,5.500,8.96,0.000676,0.029958,0.000000,0.000000,0.014,0.020,-0.031881,0.005000,0.000000,-0.063762,0.000000,0.156034,1,47.60
0.080000,-0.015,-0.030217,-0.011359,5.500,8.84,0.000438,0.030217,0.000000,0.000000,0.015,0.020,-0.031881,0.005000,0.000000,-0.063762,0.000000,0.156034,1,47.60
0.082000,-0.015,-0.030472,-0.011486,5.500,8.71,0.000202,0.030472,0.000000,0.000000,0.015,0.020,-0.031881,0.005000,0.000000,-0.063762,0.000000,0.156034,1,47.60
0.084000,-0.015,-0.030723,-0.011612,5.500,8.58,-0.000032,0.030723,0.000000,0.000000,0.015,0.020,-0.031881,0.005000,0.000000,-0.063762,0.000000,0.156034,1,47.60
0.086000,-0.015,-0.030974,-0.011737,5.500,8.48,-0.000264,0.030974,0.000000,0.000000,0.015,0.021,-0.031881,0.005000,0.000000,-0.063762,0.000000,0.156034,1,47.60
0.088000,-0.016,-0.031227,-0.011864,5.500,8.43,-0.000493,0.031227,0.000000,0.000000,0.015,0.021,-0.031881,0.005000,0.000000,-0.063762,0.000000,0.156034,1,47.60
0.090000,-0.016,-0.031487,-0.011993,5.500,8.45,-0.000720,0.031487,0.000000,0.000000,0.015,0.021,-0.031881,0.005000,0.000000,-0.063762,0.000000,0.156034,1,47.60
0.092000,-0.016,-0.031752,-0.012126,5.500,8.54,-0.000946,0.031752,0.000000,0.000000,0.015,0.021,-0.031881,0.005000,0.000000,-0.063762,0.000000,0.156034,1,47.60
